2615570,1,44,50663,36,24,65,80,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
891241,1,64,41362,null,null,65,null,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
886722,1,64,34363,null,null,65,null,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
884466,1,64,42372,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
882896,1,64,57811,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
882873,1,51,51956,null,3,40,80,null,6,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
876333,1,43,61033,3,null,98,80,12,3,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
875543,1,17,48263,null,29,40,80,5,6,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
875392,2,72,64406,86,null,null,null,null,null,1,null,16,17,1,11,35,12,42,21,22,23,null,null,null,null
870964,1,51,50035,null,3,112,80,15,7,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
867496,1,22,55697,null,27,98,80,17,10,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
867507,1,42,52932,null,1,null,null,null,25,5,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
862882,1,22,49733,4,27,98,80,19,null,null,null,16,17,28,29,8,6,9,2,3,31,38,23,null,null
861324,1,42,53791,null,1,null,null,null,25,5,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
860460,1,42,51028,null,1,null,null,null,25,5,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
858755,1,51,60393,31,3,null,80,7,6,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
845538,1,31,2542,35,30,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
840820,1,17,41101,13,29,98,80,13,3,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
833577,1,43,62663,31,32,null,80,23,6,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
826163,1,1,null,33,null,null,null,null,9,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
824735,1,17,40367,null,null,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
823906,1,43,51457,87,null,45,null,null,14,null,3,16,17,11,12,23,null,null,null,null,null,null,null,null,null
823134,1,17,45787,37,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
808204,1,31,1770,35,30,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
808203,1,17,38084,63,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
731430,4,16,null,85,null,null,null,null,null,null,null,16,17,11,25,43,44,31,23,null,null,null,null,null,null
726418,5,25,null,null,null,null,null,null,null,3,null,16,17,1,11,35,12,42,21,22,23,null,null,null,null
704038,1,17,35462,null,null,65,null,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
691242,1,17,51441,null,null,65,null,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
669109,1,14,2227,32,17,66,80,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
669107,1,11,2210,52,18,65,null,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
669108,1,12,3404,38,19,65,80,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666659,1,17,53944,50,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
666658,1,14,2671,32,17,66,80,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666655,1,11,1512,51,18,65,80,null,null,null,null,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666812,1,13,null,20,16,50,80,null,2,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666814,1,14,2272,24,17,50,80,null,2,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666809,1,12,3105,19,19,50,80,null,2,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
666816,1,17,47565,22,29,50,80,null,2,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
666807,1,11,4034,23,18,50,80,null,2,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
649144,1,14,2614,null,null,null,null,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
649143,1,13,3868,null,null,null,null,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
649142,1,12,1339,null,null,null,null,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
649141,1,11,2112,null,null,null,null,null,4,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
629388,1,21,42515,18,26,50,80,null,2,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
629387,1,20,48934,25,25,50,80,null,2,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
616744,1,17,51337,62,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
602182,2,38,51413,null,null,null,null,null,null,1,null,16,17,1,15,33,31,21,22,23,null,null,null,null,null
562442,1,64,60430,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
562442,1,64,60430,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
554849,1,17,38778,66,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
554817,1,64,47050,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
549707,1,64,59648,36,null,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
549741,1,17,45777,65,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
542693,1,31,1401,35,30,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
542654,1,64,58718,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
542692,1,17,46340,49,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
542616,1,17,59657,21,29,null,null,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
541063,1,17,44457,48,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
539836,1,17,57660,47,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
538510,1,64,55220,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
538542,1,17,51915,45,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
537140,1,17,48941,41,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
537102,1,64,59423,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
535699,1,64,43928,36,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
534310,1,64,43738,69,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
534352,1,27,2137,68,20,64,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
534351,1,17,43929,67,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
532933,1,64,60859,69,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
532953,1,17,59818,67,29,65,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
532954,1,27,2332,68,20,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
531777,1,27,2622,68,20,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
531758,1,64,55946,69,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
530574,1,17,53762,67,29,64,80,null,4,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
530553,1,64,43231,69,14,65,80,null,4,null,1,16,17,1,11,35,12,42,21,22,23,null,null,null,null
530575,1,27,2079,68,20,65,80,null,4,null,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
526531,7,75,null,83,null,null,null,null,null,null,null,16,17,1,11,35,12,42,21,22,23,null,null,null,null
525398,7,null,null,82,null,null,null,null,null,null,null,26,null,null,null,null,null,null,null,null,null,null,null,null,null
506892,4,null,null,84,null,null,null,null,null,null,null,26,null,null,null,null,null,null,null,null,null,null,null,null,null
460741,8,78,null,77,34,null,null,null,null,null,null,16,17,11,39,25,37,36,23,null,null,null,null,null,null
461099,1,37,null,null,15,75,null,null,null,2,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
412681,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
410716,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
408670,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
380855,2,67,57162,86,null,null,null,null,null,1,null,16,17,1,15,33,31,21,22,23,null,null,null,null,null
380357,1,43,53250,null,null,120,80,null,26,4,1,16,17,1,15,25,5,2,3,9,31,21,22,23,null
375041,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
373688,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
373673,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
372499,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
369806,1,42,null,null,null,121,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
368331,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
366740,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
365165,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
365129,1,42,null,null,null,null,9674,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
363600,1,19,null,null,9,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
361855,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
357235,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
353299,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
351479,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
351121,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
308362,1,43,null,null,null,94,null,null,24,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
306756,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
303062,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
301305,1,9,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
298078,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
293165,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
293586,1,18,null,null,null,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
285051,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
279766,1,42,9674,null,null,null,null,null,25,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
278455,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
276678,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
275197,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
268059,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
266300,1,43,null,null,32,94,null,null,24,null,1,16,17,11,12,23,null,null,null,null,null,null,null,null,null
266299,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
264560,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
258295,1,19,null,null,null,null,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
259959,1,18,null,null,8,94,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
242739,1,18,null,null,8,null,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
238588,1,18,null,null,8,null,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
205742,1,33,1900,null,12,null,null,null,36,null,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
183666,1,50,null,null,15,80,6667,null,null,2,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
183638,9,48,null,76,34,null,null,null,null,null,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
258295,1,19,null,null,null,null,null,null,24,null,1,16,17,28,29,8,6,9,2,3,31,38,23,null,null
179600,8,48,null,70,null,null,null,null,null,null,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
179559,8,48,null,70,null,null,null,null,null,null,null,16,17,1,15,25,5,2,3,9,31,21,22,23,null
103483,6,68,40704,null,null,null,null,null,null,3,null,16,17,1,11,35,12,42,21,22,23,null,null,null,null
103398,5,68,38971,null,null,null,null,null,null,3,null,16,17,1,11,35,12,42,21,22,23,null,null,null,null
88094,8,10,null,81,null,null,null,null,null,null,2,16,17,11,39,25,37,36,23,null,null,null,null,null,null
69325,8,10,80,90,4,null,null,null,1,null,1,16,17,11,39,25,37,36,23,null,null,null,null,null,null
13599,9,77,null,71,34,null,null,null,null,null,null,16,17,11,39,25,37,36,23,null,null,null,null,null,null
6397,8,77,null,72,34,null,null,null,null,null,null,16,17,11,39,25,37,36,23,null,null,null,null,null,null
3548,8,77,null,72,null,null,null,null,46,null,2,16,17,11,39,25,37,36,23,null,null,null,null,null,null
